nama_kategori,nama_produk,tgl_transaksi,nama_cabang,nilai_jual,jumlah_unit
Makanan & Minuman,susu kotak 1 l,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 266,500 ", 26 
Makanan & Minuman,minuman probiotik,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 55,200 ", 60 
Buah,jeruk 1 kg,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 1,080,540 ", 87 
Buah,apel 1 kg,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 709,990,400 "," 12,544 "
Buah,alpukat 1 kg,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 1,393,140 ", 217 
Buah,belimbing 1 kg,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 358,620 ", 86 
Buah,durian 1 kg,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 3,334,770 ", 179 
Buah,kelapa muda,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 808,080 ", 156 
Buah,mangga 1 kg,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 1,355,360 ", 86 
Buah,Manggis 1 kg,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 1,705,600 ", 82 
Buah,nenas 1 kg,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 521,050 ", 85 
Buah,nangka 1 kg,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 343,699,200 "," 10,880 "
Buah,pepaya 1 buah,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 463,690 ", 89 
Buah,pisang 1 sisir,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 512,940 ", 83 
Buah,rambutan 1 kg,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 550,440 ", 99 
Buah,salak 1 kg,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 453,000 ", 30 
Buah,semangka 1 buah,8/7/2008 0:00,PHI Mini Market - Surabaya 01," 1,005,940 ", 73 
Sayur-Sayuran,Bawang Merah / Onion 1kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 1,185,240 ", 102 
Sayur-Sayuran,buncis 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 594,270 ", 93 
Sayur-Sayuran,kacang panjang 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 1,385,800 ", 164 
Sayur-Sayuran,kacang hijau 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 620,920 ", 86 
Sayur-Sayuran,kentang 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 49,937,280 "," 5,952 "
Sayur-Sayuran,ketimun 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 617,010 ", 131 
Sayur-Sayuran,kobis 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 210,560 ", 188 
Sayur-Sayuran,tomat 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 506,760 ", 103 
Sayur-Sayuran,ubi kayu basah 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 68,320 ", 61 
Sayur-Sayuran,ubi jalar 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 54,900 ", 45 
Sayur-Sayuran,wortel 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 830,300 ", 230 
Makanan & Minuman,susu kotak (800 ml),8/8/2008 0:00,PHI Mini Market - Makassar 01," 1,443,680 ", 112 
Makanan & Minuman,telur ayam ras 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 1,358,500 ", 110 
Makanan & Minuman,telur ayam kampung 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 2,107,080 ", 108 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),8/8/2008 0:00,PHI Mini Market - Makassar 01," 10,768,540 ", 106 
Makanan & Minuman,air mineral 600 ml,8/8/2008 0:00,PHI Mini Market - Makassar 01," 135,450 ", 105 
Makanan & Minuman,jus kesehatan 600 ml,8/8/2008 0:00,PHI Mini Market - Makassar 01," 644,400 ", 72 
Makanan & Minuman,nasi goreng instant (1 ons),8/8/2008 0:00,PHI Mini Market - Makassar 01," 768,750 ", 125 
Makanan & Minuman,snack gurih 1 ons,8/8/2008 0:00,PHI Mini Market - Makassar 01," 281,500 ", 50 
Makanan & Minuman,kacang goreng 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 1,202,460 ", 98 
Makanan & Minuman,kacang mete 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 9,034,080 ", 118 
Makanan & Minuman,markisa 600 ml,8/8/2008 0:00,PHI Mini Market - Makassar 01," 1,570,400 ", 104 
Makanan & Minuman,bumbu fried chicken,8/8/2008 0:00,PHI Mini Market - Makassar 01," 1,093,680 ", 72 
Makanan & Minuman,susu kotak 1 l,8/8/2008 0:00,PHI Mini Market - Makassar 01," 742,320 ", 72 
Makanan & Minuman,minuman probiotik,8/8/2008 0:00,PHI Mini Market - Makassar 01," 90,160 ", 98 
Buah,jeruk 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 1,312,500 ", 105 
Buah,apel 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 1,055,498,240 "," 18,688 "
Buah,alpukat 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 959,560 ", 149 
Buah,belimbing 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 387,320 ", 92 
Buah,durian 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 1,010,900 ", 55 
Buah,kelapa muda,8/8/2008 0:00,PHI Mini Market - Makassar 01," 799,800 ", 155 
Buah,mangga 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 1,934,790 ", 123 
Buah,Manggis 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 2,780,500 ", 134 
Buah,nenas 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 380,680 ", 62 
Buah,nangka 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 195,194,880 "," 6,144 "
Buah,pepaya 1 buah,8/8/2008 0:00,PHI Mini Market - Makassar 01," 369,200 ", 71 
Buah,pisang 1 sisir,8/8/2008 0:00,PHI Mini Market - Makassar 01," 337,150 ", 55 
Buah,rambutan 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 469,560 ", 86 
Buah,salak 1 kg,8/8/2008 0:00,PHI Mini Market - Makassar 01," 2,369,640 ", 156 
Buah,semangka 1 buah,8/8/2008 0:00,PHI Mini Market - Makassar 01," 2,097,480 ", 154 
Sayur-Sayuran,Bawang Merah / Onion 1kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,963,920 ", 168 
Sayur-Sayuran,buncis 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 791,780 ", 122 
Sayur-Sayuran,kacang panjang 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,360,450 ", 161 
Sayur-Sayuran,kacang hijau 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 821,510 ", 113 
Sayur-Sayuran,kentang 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 62,749,440 "," 7,488 "
Sayur-Sayuran,ketimun 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 674,960 ", 143 
Sayur-Sayuran,kobis 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 140,970 ", 127 
Sayur-Sayuran,tomat 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,015,040 ", 208 
Sayur-Sayuran,ubi kayu basah 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 177,600 ", 160 
Sayur-Sayuran,ubi jalar 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 112,840 ", 91 
Sayur-Sayuran,wortel 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 315,920 ", 88 
Makanan & Minuman,susu kotak (800 ml),8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 816,640 ", 64 
Makanan & Minuman,telur ayam ras 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,039,550 ", 85 
Makanan & Minuman,telur ayam kampung 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,491,880 ", 76 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 4,088,000 ", 40 
Makanan & Minuman,air mineral 600 ml,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 129,000 ", 100 
Makanan & Minuman,jus kesehatan 600 ml,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 600,990 ", 67 
Makanan & Minuman,nasi goreng instant (1 ons),8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 461,250 ", 75 
Makanan & Minuman,snack gurih 1 ons,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 283,050 ", 51 
Makanan & Minuman,kacang goreng 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,021,720 ", 82 
Makanan & Minuman,kacang mete 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 8,734,250 ", 115 
Makanan & Minuman,markisa 600 ml,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,443,840 ", 96 
Makanan & Minuman,bumbu fried chicken,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 811,430 ", 53 
Makanan & Minuman,susu kotak 1 l,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,481,900 ", 146 
Makanan & Minuman,minuman probiotik,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 61,880 ", 68 
Buah,jeruk 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,901,790 ", 153 
Buah,apel 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 969,346,560 "," 17,024 "
Buah,alpukat 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 609,600 ", 96 
Buah,belimbing 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 430,560 ", 104 
Buah,durian 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,396,880 ", 76 
Buah,kelapa muda,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 275,600 ", 53 
Buah,mangga 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,585,700 ", 101 
Buah,Manggis 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 3,355,240 ", 161 
Buah,nenas 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 707,940 ", 114 
Buah,nangka 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 178,928,640 "," 5,632 "
Buah,pepaya 1 buah,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 727,560 ", 141 
Buah,pisang 1 sisir,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,190,400 ", 192 
Buah,rambutan 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 379,500 ", 69 
Buah,salak 1 kg,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 877,540 ", 58 
Buah,semangka 1 buah,8/8/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 921,250 ", 67 
Sayur-Sayuran,Bawang Merah / Onion 1kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 1,414,490 ", 121 
Sayur-Sayuran,buncis 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 676,200 ", 105 
Sayur-Sayuran,kacang panjang 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 619,040 ", 73 
Sayur-Sayuran,kacang hijau 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 993,250 ", 137 
Sayur-Sayuran,kentang 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 24,076,800 "," 2,880 "
Sayur-Sayuran,ketimun 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 424,800 ", 90 
Sayur-Sayuran,kobis 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 68,320 ", 61 
Sayur-Sayuran,tomat 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 245,000 ", 50 
Sayur-Sayuran,ubi kayu basah 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 145,410 ", 131 
Sayur-Sayuran,ubi jalar 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 102,480 ", 84 
Sayur-Sayuran,wortel 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 501,790 ", 139 
Makanan & Minuman,susu kotak (800 ml),8/8/2008 0:00,PHI Mini Market - Surabaya 01," 1,091,160 ", 84 
Makanan & Minuman,telur ayam ras 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 708,180 ", 58 
Makanan & Minuman,telur ayam kampung 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 1,725,210 ", 87 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),8/8/2008 0:00,PHI Mini Market - Surabaya 01," 13,770,000 ", 135 
Makanan & Minuman,air mineral 600 ml,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 136,960 ", 107 
Makanan & Minuman,jus kesehatan 600 ml,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 905,970 ", 101 
Makanan & Minuman,nasi goreng instant (1 ons),8/8/2008 0:00,PHI Mini Market - Surabaya 01," 509,620 ", 83 
Makanan & Minuman,snack gurih 1 ons,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 609,310 ", 109 
Makanan & Minuman,kacang goreng 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 1,794,340 ", 146 
Makanan & Minuman,kacang mete 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 8,245,850 ", 109 
Makanan & Minuman,markisa 600 ml,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 1,470,520 ", 97 
Makanan & Minuman,bumbu fried chicken,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 2,735,860 ", 178 
Makanan & Minuman,susu kotak 1 l,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 827,010 ", 81 
Makanan & Minuman,minuman probiotik,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 87,360 ", 96 
Buah,jeruk 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 955,570 ", 77 
Buah,apel 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 468,336,640 "," 8,192 "
Buah,alpukat 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 788,640 ", 124 
Buah,belimbing 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 364,320 ", 88 
Buah,durian 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 2,076,940 ", 113 
Buah,kelapa muda,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 344,380 ", 67 
Buah,mangga 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 1,736,900 ", 110 
Buah,Manggis 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 3,205,800 ", 156 
Buah,nenas 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 930,160 ", 151 
Buah,nangka 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 352,343,040 "," 11,136 "
Buah,pepaya 1 buah,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 841,320 ", 164 
Buah,pisang 1 sisir,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 969,900 ", 159 
Buah,rambutan 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 607,170 ", 111 
Buah,salak 1 kg,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 490,880 ", 32 
Buah,semangka 1 buah,8/8/2008 0:00,PHI Mini Market - Surabaya 01," 1,467,720 ", 108 
Sayur-Sayuran,Bawang Merah / Onion 1kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 542,850 ", 47 
Sayur-Sayuran,buncis 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 823,020 ", 129 
Sayur-Sayuran,kacang panjang 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 259,780 ", 31 
Sayur-Sayuran,kacang hijau 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 594,280 ", 83 
Sayur-Sayuran,kentang 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 68,894,720 "," 8,192 "
Sayur-Sayuran,ketimun 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 830,560 ", 179 
Sayur-Sayuran,kobis 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 105,600 ", 96 
Sayur-Sayuran,tomat 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 331,840 ", 68 
Sayur-Sayuran,ubi kayu basah 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 81,760 ", 73 
Sayur-Sayuran,ubi jalar 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 71,340 ", 58 
Sayur-Sayuran,wortel 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 626,560 ", 176 
Makanan & Minuman,susu kotak (800 ml),8/9/2008 0:00,PHI Mini Market - Makassar 01," 925,200 ", 72 
Makanan & Minuman,telur ayam ras 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 1,355,310 ", 111 
Makanan & Minuman,telur ayam kampung 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 1,665,720 ", 84 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),8/9/2008 0:00,PHI Mini Market - Makassar 01," 9,150,980 ", 89 
Makanan & Minuman,air mineral 600 ml,8/9/2008 0:00,PHI Mini Market - Makassar 01," 132,870 ", 103 
Makanan & Minuman,jus kesehatan 600 ml,8/9/2008 0:00,PHI Mini Market - Makassar 01," 573,930 ", 63 
Makanan & Minuman,nasi goreng instant (1 ons),8/9/2008 0:00,PHI Mini Market - Makassar 01," 287,500 ", 46 
Makanan & Minuman,snack gurih 1 ons,8/9/2008 0:00,PHI Mini Market - Makassar 01," 544,880 ", 98 
Makanan & Minuman,kacang goreng 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 1,701,360 ", 139 
Makanan & Minuman,kacang mete 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 10,656,000 ", 144 
Makanan & Minuman,markisa 600 ml,8/9/2008 0:00,PHI Mini Market - Makassar 01," 1,549,120 ", 103 
Makanan & Minuman,bumbu fried chicken,8/9/2008 0:00,PHI Mini Market - Makassar 01," 2,301,000 ", 150 
Makanan & Minuman,susu kotak 1 l,8/9/2008 0:00,PHI Mini Market - Makassar 01," 474,260 ", 46 
Makanan & Minuman,minuman probiotik,8/9/2008 0:00,PHI Mini Market - Makassar 01," 79,050 ", 85 
Buah,jeruk 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 875,000 ", 70 
Buah,apel 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 520,611,840 "," 9,216 "
Buah,alpukat 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 798,270 ", 123 
Buah,belimbing 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 408,660 ", 98 
Buah,durian 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 2,570,110 ", 139 
Buah,kelapa muda,8/9/2008 0:00,PHI Mini Market - Makassar 01," 418,200 ", 82 
Buah,mangga 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 1,917,600 ", 120 
Buah,Manggis 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 1,936,100 ", 95 
Buah,nenas 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 453,330 ", 73 
Buah,nangka 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 375,214,080 "," 11,904 "
Buah,pepaya 1 buah,8/9/2008 0:00,PHI Mini Market - Makassar 01," 679,890 ", 131 
Buah,pisang 1 sisir,8/9/2008 0:00,PHI Mini Market - Makassar 01," 535,920 ", 87 
Buah,rambutan 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 656,080 ", 118 
Buah,salak 1 kg,8/9/2008 0:00,PHI Mini Market - Makassar 01," 1,227,960 ", 81 
Buah,semangka 1 buah,8/9/2008 0:00,PHI Mini Market - Makassar 01," 1,510,300 ", 110 
Sayur-Sayuran,Bawang Merah / Onion 1kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,270,500 ", 110 
Sayur-Sayuran,buncis 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 440,640 ", 68 
Sayur-Sayuran,kacang panjang 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 208,750 ", 25 
Sayur-Sayuran,kacang hijau 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 832,880 ", 116 
Sayur-Sayuran,kentang 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 50,234,880 "," 5,952 "
Sayur-Sayuran,ketimun 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 494,550 ", 105 
Sayur-Sayuran,kobis 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 122,100 ", 111 
Sayur-Sayuran,tomat 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 759,220 ", 154 
Sayur-Sayuran,ubi kayu basah 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 207,200 ", 185 
Sayur-Sayuran,ubi jalar 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 105,780 ", 86 
Sayur-Sayuran,wortel 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 422,370 ", 117 
Makanan & Minuman,susu kotak (800 ml),8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,596,000 ", 200 
Makanan & Minuman,telur ayam ras 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,755,950 ", 145 
Makanan & Minuman,telur ayam kampung 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,062,320 ", 104 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 9,683,880 ", 94 
Makanan & Minuman,air mineral 600 ml,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 96,750 ", 75 
Makanan & Minuman,jus kesehatan 600 ml,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 446,390 ", 49 
Makanan & Minuman,nasi goreng instant (1 ons),8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 347,760 ", 56 
Makanan & Minuman,snack gurih 1 ons,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 654,900 ", 118 
Makanan & Minuman,kacang goreng 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,587,990 ", 129 
Makanan & Minuman,kacang mete 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 7,864,500 ", 105 
Makanan & Minuman,markisa 600 ml,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,755,080 ", 116 
Makanan & Minuman,bumbu fried chicken,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,334,580 ", 87 
Makanan & Minuman,susu kotak 1 l,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 946,680 ", 92 
Makanan & Minuman,minuman probiotik,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 126,040 ", 137 
Buah,jeruk 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,794,650 ", 143 
Buah,apel 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 491,688,960 "," 8,704 "
Buah,alpukat 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 348,840 ", 54 
Buah,belimbing 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 201,390 ", 49 
Buah,durian 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,975,840 ", 106 
Buah,kelapa muda,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 349,520 ", 68 
Buah,mangga 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,121,090 ", 71 
Buah,Manggis 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 2,445,600 ", 120 
Buah,nenas 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 701,100 ", 114 
Buah,nangka 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 195,303,680 "," 6,208 "
Buah,pepaya 1 buah,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 485,460 ", 93 
Buah,pisang 1 sisir,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 870,140 ", 139 
Buah,rambutan 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 341,600 ", 61 
Buah,salak 1 kg,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,367,930 ", 89 
Buah,semangka 1 buah,8/9/2008 0:00,PHI Mini Market - Jakarta Pusat 01," 1,021,940 ", 74 
Sayur-Sayuran,Bawang Merah / Onion 1kg,8/9/2008 0:00,PHI Mini Market - Surabaya 01," 461,200 ", 40 
Sayur-Sayuran,buncis 1 kg,8/9/2008 0:00,PHI Mini Market - Surabaya 01," 452,200 ", 70 
Sayur-Sayuran,kacang panjang 1 kg,8/9/2008 0:00,PHI Mini Market - Surabaya 01," 1,416,100 ", 170 
Sayur-Sayuran,kacang hijau 1 kg,8/9/2008 0:00,PHI Mini Market - Surabaya 01," 577,600 ", 80 
Sayur-Sayuran,kentang 1 kg,8/9/2008 0:00,PHI Mini Market - Surabaya 01," 73,200,640 "," 8,704 "
Sayur-Sayuran,ketimun 1 kg,8/9/2008 0:00,PHI Mini Market - Surabaya 01," 912,600 ", 195 
Sayur-Sayuran,kobis 1 kg,8/9/2008 0:00,PHI Mini Market - Surabaya 01," 129,870 ", 117 
Sayur-Sayuran,tomat 1 kg,8/9/2008 0:00,PHI Mini Market - Surabaya 01," 385,520 ", 79 
Sayur-Sayuran,ubi kayu basah 1 kg,8/9/2008 0:00,PHI Mini Market - Surabaya 01," 68,320 ", 61 
Sayur-Sayuran,ubi jalar 1 kg,8/9/2008 0:00,PHI Mini Market - Surabaya 01," 90,520 ", 73 
Sayur-Sayuran,wortel 1 kg,8/9/2008 0:00,PHI Mini Market - Surabaya 01," 492,320 ", 136 
Makanan & Minuman,susu kotak (800 ml),8/9/2008 0:00,PHI Mini Market - Surabaya 01," 1,667,840 ", 128 
Makanan & Minuman,telur ayam ras 1 kg,8/9/2008 0:00,PHI Mini Market - Surabaya 01," 1,723,880 ", 142 
Makanan & Minuman,telur ayam kampung 1 kg,8/9/2008 0:00,PHI Mini Market - Surabaya 01," 1,226,980 ", 62 
Makanan & Minuman,mie instant 1 kotak (40 bungkus),8/9/2008 0:00,PHI Mini Market - Surabaya 01," 4,080,000 ", 40 
Makanan & Minuman,air mineral 600 ml,8/9/2008 0:00,PHI Mini Market - Surabaya 01," 118,680 ", 92 
Makanan & Minuman,jus kesehatan 600 ml,8/9/2008 0:00,PHI Mini Market - Surabaya 01," 788,220 ", 87 
