kode_produk;tgl_berlaku;kode_cabang;kode_cabang_1;harga_berlaku_cabang;modal_cabang;biaya_cabang
PROD-0000002;2008-04-25;CABANG-047;047;4260;4070;100
PROD-0000003;2008-04-25;CABANG-047;047;6300;6000;50
PROD-0000004;2008-04-25;CABANG-047;047;8170;7760;160
PROD-0000005;2008-04-25;CABANG-047;047;7170;6820;120
PROD-0000006;2008-04-25;CABANG-047;047;8310;7870;70
PROD-0000007;2008-04-25;CABANG-047;047;4580;4370;60
PROD-0000008;2008-04-25;CABANG-047;047;1090;1030;10
PROD-0000009;2008-04-25;CABANG-047;047;4820;4600;110
PROD-0000010;2008-04-25;CABANG-047;047;1120;1060;0
PROD-0000011;2008-04-25;CABANG-047;047;1220;1160;30
PROD-0000012;2008-04-25;CABANG-047;047;3560;3400;60
PROD-0000013;2008-04-25;CABANG-047;047;12560;11890;50
PROD-0000014;2008-04-25;CABANG-047;047;11590;10980;0
PROD-0000015;2008-04-25;CABANG-047;047;19210;18370;230
PROD-0000016;2008-04-25;CABANG-047;047;98710;94600;1480
PROD-0000017;2008-04-25;CABANG-047;047;1240;1180;10
PROD-0000018;2008-04-25;CABANG-047;047;8890;8510;40
PROD-0000019;2008-04-25;CABANG-047;047;6050;5800;20
PROD-0000020;2008-04-25;CABANG-047;047;5370;5150;60
PROD-0000021;2008-04-25;CABANG-047;047;12220;11690;90
PROD-0000022;2008-04-25;CABANG-047;047;72260;68850;70
PROD-0000023;2008-04-25;CABANG-047;047;14270;13560;150
PROD-0000024;2008-04-25;CABANG-047;047;15190;14490;220
PROD-0000025;2008-04-25;CABANG-047;047;10130;9550;110
PROD-0000026;2008-04-25;CABANG-047;047;920;870;10
PROD-0000027;2008-04-25;CABANG-047;047;12180;11570;80
PROD-0000028;2008-04-25;CABANG-047;047;54910;52670;250
PROD-0000029;2008-04-25;CABANG-047;047;6260;5910;60
PROD-0000030;2008-04-25;CABANG-047;047;4060;3900;0
PROD-0000031;2008-04-25;CABANG-047;047;18150;17350;250
PROD-0000032;2008-04-25;CABANG-047;047;5110;4850;10
PROD-0000033;2008-04-25;CABANG-047;047;15740;14950;20
PROD-0000034;2008-04-25;CABANG-047;047;20340;19220;120
PROD-0000035;2008-04-25;CABANG-047;047;6130;5820;130
PROD-0000036;2008-04-25;CABANG-047;047;30310;28710;610
PROD-0000037;2008-04-25;CABANG-047;047;5070;4820;70
PROD-0000038;2008-04-25;CABANG-047;047;6120;5850;60
PROD-0000039;2008-04-25;CABANG-047;047;5480;5210;130
PROD-0000040;2008-04-25;CABANG-047;047;14960;14210;90
PROD-0000041;2008-04-25;CABANG-047;047;13560;12970;60
PROD-0000001;2008-04-26;CABANG-047;047;11370;10790;100
PROD-0000002;2008-04-26;CABANG-047;047;4220;4010;80
PROD-0000003;2008-04-26;CABANG-047;047;6370;6050;110
PROD-0000004;2008-04-26;CABANG-047;047;8140;7790;90
PROD-0000005;2008-04-26;CABANG-047;047;7150;6790;140
PROD-0000006;2008-04-26;CABANG-047;047;8330;7880;20
PROD-0000007;2008-04-26;CABANG-047;047;4700;4460;50
PROD-0000008;2008-04-26;CABANG-047;047;1100;1040;0
PROD-0000009;2008-04-26;CABANG-047;047;4750;4490;30
PROD-0000010;2008-04-26;CABANG-047;047;1110;1060;20
PROD-0000011;2008-04-26;CABANG-047;047;1200;1140;10
PROD-0000012;2008-04-26;CABANG-047;047;3570;3390;50
PROD-0000013;2008-04-26;CABANG-047;047;12530;11870;30
PROD-0000014;2008-04-26;CABANG-047;047;11530;11060;240
PROD-0000015;2008-04-26;CABANG-047;047;19360;18570;230
PROD-0000016;2008-04-26;CABANG-047;047;99720;94640;1890
PROD-0000017;2008-04-26;CABANG-047;047;1220;1160;30
PROD-0000018;2008-04-26;CABANG-047;047;8870;8430;20
PROD-0000019;2008-04-26;CABANG-047;047;6080;5760;50
PROD-0000020;2008-04-26;CABANG-047;047;5350;5080;130
PROD-0000021;2008-04-26;CABANG-047;047;12340;11700;60
PROD-0000022;2008-04-26;CABANG-047;047;71400;67310;290
PROD-0000023;2008-04-26;CABANG-047;047;14530;13800;260
PROD-0000024;2008-04-26;CABANG-047;047;15040;14220;250
PROD-0000025;2008-04-26;CABANG-047;047;10110;9600;140
PROD-0000026;2008-04-26;CABANG-047;047;910;870;10
PROD-0000027;2008-04-26;CABANG-047;047;12160;11550;150
PROD-0000028;2008-04-26;CABANG-047;047;55680;52890;580
PROD-0000029;2008-04-26;CABANG-047;047;6270;5930;20
PROD-0000030;2008-04-26;CABANG-047;047;4140;3930;60
PROD-0000031;2008-04-26;CABANG-047;047;18260;17350;50
PROD-0000032;2008-04-26;CABANG-047;047;5050;4820;120
PROD-0000033;2008-04-26;CABANG-047;047;15490;14740;350
PROD-0000034;2008-04-26;CABANG-047;047;20180;19170;350
PROD-0000035;2008-04-26;CABANG-047;047;6100;5820;50
PROD-0000036;2008-04-26;CABANG-047;047;30680;29130;140
PROD-0000037;2008-04-26;CABANG-047;047;5110;4820;50
PROD-0000038;2008-04-26;CABANG-047;047;6060;5760;110
PROD-0000039;2008-04-26;CABANG-047;047;5530;5260;50
PROD-0000040;2008-04-26;CABANG-047;047;15020;14150;40
PROD-0000041;2008-04-26;CABANG-047;047;13290;12550;220
PROD-0000001;2008-04-27;CABANG-047;047;11260;10600;10
PROD-0000002;2008-04-27;CABANG-047;047;4230;4020;20
PROD-0000003;2008-04-27;CABANG-047;047;6260;5950;100
PROD-0000004;2008-04-27;CABANG-047;047;8260;7840;180
PROD-0000005;2008-04-27;CABANG-047;047;7150;6760;140
PROD-0000006;2008-04-27;CABANG-047;047;8190;7720;170
PROD-0000007;2008-04-27;CABANG-047;047;4670;4450;10
PROD-0000008;2008-04-27;CABANG-047;047;1090;1030;10
PROD-0000009;2008-04-27;CABANG-047;047;4710;4460;40
PROD-0000010;2008-04-27;CABANG-047;047;1100;1040;10
PROD-0000011;2008-04-27;CABANG-047;047;1220;1170;20
PROD-0000012;2008-04-27;CABANG-047;047;3520;3360;10
PROD-0000013;2008-04-27;CABANG-047;047;12550;11920;150
PROD-0000014;2008-04-27;CABANG-047;047;11570;10990;90
PROD-0000015;2008-04-27;CABANG-047;047;19130;18050;120
PROD-0000016;2008-04-27;CABANG-047;047;98920;93420;1730
PROD-0000017;2008-04-27;CABANG-047;047;1230;1170;20
PROD-0000018;2008-04-27;CABANG-047;047;8960;8530;170
PROD-0000019;2008-04-27;CABANG-047;047;6020;5740;40
PROD-0000020;2008-04-27;CABANG-047;047;5330;5050;60
PROD-0000021;2008-04-27;CABANG-047;047;12120;11520;140
PROD-0000022;2008-04-27;CABANG-047;047;71400;68320;1110
PROD-0000023;2008-04-27;CABANG-047;047;14510;13770;170
PROD-0000024;2008-04-27;CABANG-047;047;15010;14140;150
PROD-0000025;2008-04-27;CABANG-047;047;10270;9680;240
PROD-0000026;2008-04-27;CABANG-047;047;900;870;10
PROD-0000027;2008-04-27;CABANG-047;047;12110;11510;280
PROD-0000028;2008-04-27;CABANG-047;047;56230;53690;590
PROD-0000029;2008-04-27;CABANG-047;047;6160;5850;50
PROD-0000030;2008-04-27;CABANG-047;047;4100;3900;40
PROD-0000031;2008-04-27;CABANG-047;047;18260;17490;80
PROD-0000032;2008-04-27;CABANG-047;047;5100;4850;10
PROD-0000033;2008-04-27;CABANG-047;047;15620;14790;230
PROD-0000034;2008-04-27;CABANG-047;047;20340;19320;430
PROD-0000035;2008-04-27;CABANG-047;047;6140;5830;30
PROD-0000036;2008-04-27;CABANG-047;047;30730;29110;350
PROD-0000037;2008-04-27;CABANG-047;047;5020;4770;70
PROD-0000038;2008-04-27;CABANG-047;047;6170;5860;20
PROD-0000039;2008-04-27;CABANG-047;047;5500;5230;80
PROD-0000040;2008-04-27;CABANG-047;047;15140;14380;170
PROD-0000041;2008-04-27;CABANG-047;047;13500;12830;90
PROD-0000001;2008-04-28;CABANG-047;047;11390;10780;220
PROD-0000002;2008-04-28;CABANG-047;047;4220;4030;70
PROD-0000003;2008-04-28;CABANG-047;047;6320;6000;120
PROD-0000004;2008-04-28;CABANG-047;047;8200;7790;100
PROD-0000005;2008-04-28;CABANG-047;047;7230;6860;170
PROD-0000006;2008-04-28;CABANG-047;047;8060;7680;60
PROD-0000007;2008-04-28;CABANG-047;047;4670;4440;80
PROD-0000008;2008-04-28;CABANG-047;047;1090;1040;20
PROD-0000009;2008-04-28;CABANG-047;047;4770;4530;100
PROD-0000010;2008-04-28;CABANG-047;047;1130;1070;20
PROD-0000011;2008-04-28;CABANG-047;047;1220;1160;10
PROD-0000012;2008-04-28;CABANG-047;047;3500;3320;20
PROD-0000013;2008-04-28;CABANG-047;047;12420;11800;70
PROD-0000014;2008-04-28;CABANG-047;047;11480;10850;280
PROD-0000015;2008-04-28;CABANG-047;047;19090;18010;10
PROD-0000016;2008-04-28;CABANG-047;047;99510;93660;850
PROD-0000017;2008-04-28;CABANG-047;047;1230;1170;0
PROD-0000018;2008-04-28;CABANG-047;047;8820;8400;170
PROD-0000019;2008-04-28;CABANG-047;047;6010;5770;40
PROD-0000020;2008-04-28;CABANG-047;047;5360;5150;30
PROD-0000021;2008-04-28;CABANG-047;047;11930;11330;270
PROD-0000022;2008-04-28;CABANG-047;047;72120;68520;250
PROD-0000023;2008-04-28;CABANG-047;047;14620;13890;30
PROD-0000024;2008-04-28;CABANG-047;047;15160;14400;340
PROD-0000025;2008-04-28;CABANG-047;047;10170;9660;210
PROD-0000026;2008-04-28;CABANG-047;047;920;870;0
PROD-0000027;2008-04-28;CABANG-047;047;12110;11440;280
PROD-0000028;2008-04-28;CABANG-047;047;56130;53500;1350
PROD-0000029;2008-04-28;CABANG-047;047;6160;5860;0
PROD-0000030;2008-04-28;CABANG-047;047;4020;3840;0
PROD-0000031;2008-04-28;CABANG-047;047;18510;17590;350
PROD-0000032;2008-04-28;CABANG-047;047;5090;4870;120
PROD-0000033;2008-04-28;CABANG-047;047;15490;14710;170
PROD-0000034;2008-04-28;CABANG-047;047;20300;19190;310
PROD-0000035;2008-04-28;CABANG-047;047;5960;5720;40
PROD-0000036;2008-04-28;CABANG-047;047;30790;28970;400
PROD-0000037;2008-04-28;CABANG-047;047;5070;4820;10
PROD-0000038;2008-04-28;CABANG-047;047;6020;5750;40
PROD-0000039;2008-04-28;CABANG-047;047;5590;5310;0
PROD-0000040;2008-04-28;CABANG-047;047;14930;14100;10
PROD-0000041;2008-04-28;CABANG-047;047;13480;12800;260
PROD-0000001;2008-04-29;CABANG-047;047;11390;10820;180
PROD-0000002;2008-04-29;CABANG-047;047;4310;4060;50
PROD-0000003;2008-04-29;CABANG-047;047;6330;6000;40
PROD-0000004;2008-04-29;CABANG-047;047;8030;7550;120
PROD-0000005;2008-04-29;CABANG-047;047;7170;6810;80
PROD-0000006;2008-04-29;CABANG-047;047;8160;7750;180
PROD-0000007;2008-04-29;CABANG-047;047;4650;4400;100
PROD-0000008;2008-04-29;CABANG-047;047;1080;1020;10
PROD-0000009;2008-04-29;CABANG-047;047;4780;4570;70
PROD-0000010;2008-04-29;CABANG-047;047;1110;1060;0
PROD-0000011;2008-04-29;CABANG-047;047;1210;1150;10
PROD-0000012;2008-04-29;CABANG-047;047;3550;3370;20
PROD-0000013;2008-04-29;CABANG-047;047;12410;11780;10
PROD-0000014;2008-04-29;CABANG-047;047;11670;11080;130
PROD-0000015;2008-04-29;CABANG-047;047;19560;18530;220
PROD-0000016;2008-04-29;CABANG-047;047;98330;93060;2160
PROD-0000017;2008-04-29;CABANG-047;047;1230;1160;20
PROD-0000018;2008-04-29;CABANG-047;047;8960;8510;0
PROD-0000019;2008-04-29;CABANG-047;047;6110;5820;0
PROD-0000020;2008-04-29;CABANG-047;047;5380;5130;110
PROD-0000021;2008-04-29;CABANG-047;047;12150;11590;260
PROD-0000022;2008-04-29;CABANG-047;047;72840;68650;840
PROD-0000023;2008-04-29;CABANG-047;047;14620;13750;290
PROD-0000024;2008-04-29;CABANG-047;047;15250;14490;190
PROD-0000025;2008-04-29;CABANG-047;047;10190;9680;220
PROD-0000026;2008-04-29;CABANG-047;047;900;850;10
PROD-0000027;2008-04-29;CABANG-047;047;12180;11590;240
PROD-0000028;2008-04-29;CABANG-047;047;55680;52620;1060
PROD-0000029;2008-04-29;CABANG-047;047;6180;5870;80
PROD-0000030;2008-04-29;CABANG-047;047;4110;3870;20
PROD-0000031;2008-04-29;CABANG-047;047;18220;17310;280
PROD-0000032;2008-04-29;CABANG-047;047;5070;4820;20
PROD-0000033;2008-04-29;CABANG-047;047;15770;15060;130
PROD-0000034;2008-04-29;CABANG-047;047;20100;19090;330
PROD-0000035;2008-04-29;CABANG-047;047;6160;5870;80
PROD-0000036;2008-04-29;CABANG-047;047;30740;29090;50
PROD-0000037;2008-04-29;CABANG-047;047;5050;4800;90
PROD-0000038;2008-04-29;CABANG-047;047;6070;5780;80
PROD-0000039;2008-04-29;CABANG-047;047;5550;5270;90
PROD-0000040;2008-04-29;CABANG-047;047;15020;14190;90
PROD-0000041;2008-04-29;CABANG-047;047;13130;12510;280
PROD-0000001;2008-04-30;CABANG-047;047;11270;10780;20
PROD-0000002;2008-04-30;CABANG-047;047;4230;4010;60
PROD-0000003;2008-04-30;CABANG-047;047;6290;5980;60
PROD-0000004;2008-04-30;CABANG-047;047;8160;7780;160
PROD-0000005;2008-04-30;CABANG-047;047;7130;6850;160
PROD-0000006;2008-04-30;CABANG-047;047;8300;7880;0
PROD-0000007;2008-04-30;CABANG-047;047;4690;4430;40
PROD-0000008;2008-04-30;CABANG-047;047;1100;1050;10
PROD-0000009;2008-04-30;CABANG-047;047;4800;4580;90
PROD-0000010;2008-04-30;CABANG-047;047;1110;1050;20
PROD-0000011;2008-04-30;CABANG-047;047;1210;1140;20
PROD-0000012;2008-04-30;CABANG-047;047;3550;3370;70
PROD-0000013;2008-04-30;CABANG-047;047;12500;11760;260
PROD-0000014;2008-04-30;CABANG-047;047;11590;10940;230
PROD-0000015;2008-04-30;CABANG-047;047;19170;18220;340
PROD-0000016;2008-04-30;CABANG-047;047;98920;94280;2080
PROD-0000017;2008-04-30;CABANG-047;047;1220;1160;30
PROD-0000018;2008-04-30;CABANG-047;047;8920;8450;140
PROD-0000019;2008-04-30;CABANG-047;047;6110;5810;30
PROD-0000020;2008-04-30;CABANG-047;047;5360;5090;60
PROD-0000021;2008-04-30;CABANG-047;047;12050;11400;160
PROD-0000022;2008-04-30;CABANG-047;047;72120;68330;290
PROD-0000023;2008-04-30;CABANG-047;047;14410;13800;120
PROD-0000024;2008-04-30;CABANG-047;047;14920;14310;330
PROD-0000025;2008-04-30;CABANG-047;047;10130;9640;170
PROD-0000026;2008-04-30;CABANG-047;047;910;870;10
PROD-0000027;2008-04-30;CABANG-047;047;12030;11460;120
PROD-0000028;2008-04-30;CABANG-047;047;55560;53210;810
PROD-0000029;2008-04-30;CABANG-047;047;6150;5830;90
PROD-0000030;2008-04-30;CABANG-047;047;4040;3840;10
PROD-0000031;2008-04-30;CABANG-047;047;18410;17350;240
PROD-0000032;2008-04-30;CABANG-047;047;5070;4850;120
PROD-0000033;2008-04-30;CABANG-047;047;15890;15250;250
PROD-0000034;2008-04-30;CABANG-047;047;20020;19020;90
PROD-0000035;2008-04-30;CABANG-047;047;6070;5770;140
PROD-0000036;2008-04-30;CABANG-047;047;31110;29450;480
PROD-0000037;2008-04-30;CABANG-047;047;5060;4820;100
PROD-0000038;2008-04-30;CABANG-047;047;6120;5810;120
PROD-0000039;2008-04-30;CABANG-047;047;5490;5240;100
PROD-0000040;2008-04-30;CABANG-047;047;15110;14260;0
PROD-0000041;2008-04-30;CABANG-047;047;13310;12610;250
PROD-0000001;2008-05-01;CABANG-047;047;11310;10820;270
PROD-0000002;2008-05-01;CABANG-047;047;4270;4090;30
PROD-0000003;2008-05-01;CABANG-047;047;6280;5960;150
PROD-0000004;2008-05-01;CABANG-047;047;8210;7750;50
PROD-0000005;2008-05-01;CABANG-047;047;7140;6720;0
PROD-0000006;2008-05-01;CABANG-047;047;8280;7910;150
PROD-0000007;2008-05-01;CABANG-047;047;4660;4420;90
PROD-0000008;2008-05-01;CABANG-047;047;1100;1050;10
PROD-0000009;2008-05-01;CABANG-047;047;4850;4600;10
PROD-0000010;2008-05-01;CABANG-047;047;1100;1050;20
PROD-0000011;2008-05-01;CABANG-047;047;1220;1160;20
PROD-0000012;2008-05-01;CABANG-047;047;3550;3370;20
PROD-0000013;2008-05-01;CABANG-047;047;12600;12060;290
PROD-0000014;2008-05-01;CABANG-047;047;11680;11180;150
PROD-0000015;2008-05-01;CABANG-047;047;19650;18660;160
PROD-0000016;2008-05-01;CABANG-047;047;100980;95300;2270
PROD-0000017;2008-05-01;CABANG-047;047;1220;1160;20
PROD-0000018;2008-05-01;CABANG-047;047;8920;8550;10
PROD-0000019;2008-05-01;CABANG-047;047;6050;5740;0
PROD-0000020;2008-05-01;CABANG-047;047;5360;5110;50
PROD-0000021;2008-05-01;CABANG-047;047;12260;11640;20
PROD-0000022;2008-05-01;CABANG-047;047;73420;69850;480
PROD-0000023;2008-05-01;CABANG-047;047;14400;13680;120
PROD-0000024;2008-05-01;CABANG-047;047;15030;14400;320
PROD-0000025;2008-05-01;CABANG-047;047;10200;9690;90
PROD-0000026;2008-05-01;CABANG-047;047;900;860;10
PROD-0000027;2008-05-01;CABANG-047;047;12310;11630;260
PROD-0000028;2008-05-01;CABANG-047;047;55470;52690;1140
PROD-0000029;2008-05-01;CABANG-047;047;6210;5900;60
PROD-0000030;2008-05-01;CABANG-047;047;4090;3910;90
PROD-0000031;2008-05-01;CABANG-047;047;18190;17280;180
PROD-0000032;2008-05-01;CABANG-047;047;5040;4740;60
PROD-0000033;2008-05-01;CABANG-047;047;15610;14850;200
PROD-0000034;2008-05-01;CABANG-047;047;20000;19000;280
PROD-0000035;2008-05-01;CABANG-047;047;6100;5860;60
PROD-0000036;2008-05-01;CABANG-047;047;30880;29080;660
PROD-0000037;2008-05-01;CABANG-047;047;5080;4830;70
PROD-0000038;2008-05-01;CABANG-047;047;6180;5870;130
PROD-0000039;2008-05-01;CABANG-047;047;5540;5230;120
PROD-0000040;2008-05-01;CABANG-047;047;15100;14340;230
PROD-0000041;2008-05-01;CABANG-047;047;13540;12860;100
PROD-0000001;2008-05-02;CABANG-047;047;11360;10860;230
PROD-0000002;2008-05-02;CABANG-047;047;4200;3970;50
PROD-0000003;2008-05-02;CABANG-047;047;6250;5990;70
PROD-0000004;2008-05-02;CABANG-047;047;8180;7700;90
PROD-0000005;2008-05-02;CABANG-047;047;7260;6930;170
PROD-0000006;2008-05-02;CABANG-047;047;8210;7830;70
PROD-0000007;2008-05-02;CABANG-047;047;4710;4460;100
PROD-0000008;2008-05-02;CABANG-047;047;1090;1040;30
PROD-0000009;2008-05-02;CABANG-047;047;4760;4520;40
PROD-0000010;2008-05-02;CABANG-047;047;1120;1050;20
PROD-0000011;2008-05-02;CABANG-047;047;1200;1140;30
PROD-0000012;2008-05-02;CABANG-047;047;3570;3400;60
PROD-0000013;2008-05-02;CABANG-047;047;12770;12130;60
PROD-0000014;2008-05-02;CABANG-047;047;11920;11250;230
PROD-0000015;2008-05-02;CABANG-047;047;19110;17970;180
PROD-0000016;2008-05-02;CABANG-047;047;98990;94240;50
PROD-0000017;2008-05-02;CABANG-047;047;1240;1180;10
PROD-0000018;2008-05-02;CABANG-047;047;9060;8540;220
PROD-0000019;2008-05-02;CABANG-047;047;6170;5850;60
PROD-0000020;2008-05-02;CABANG-047;047;5400;5100;130
PROD-0000021;2008-05-02;CABANG-047;047;12040;11440;290
PROD-0000022;2008-05-02;CABANG-047;047;72260;68930;70
PROD-0000023;2008-05-02;CABANG-047;047;14780;13990;230
PROD-0000024;2008-05-02;CABANG-047;047;15270;14510;40
PROD-0000025;2008-05-02;CABANG-047;047;10140;9650;60
PROD-0000026;2008-05-02;CABANG-047;047;910;870;0
PROD-0000027;2008-05-02;CABANG-047;047;12240;11510;40
PROD-0000028;2008-05-02;CABANG-047;047;55460;52820;530
PROD-0000029;2008-05-02;CABANG-047;047;6330;6020;100
PROD-0000030;2008-05-02;CABANG-047;047;4030;3830;20
PROD-0000031;2008-05-02;CABANG-047;047;18110;17210;410
PROD-0000032;2008-05-02;CABANG-047;047;5070;4820;40
PROD-0000033;2008-05-02;CABANG-047;047;15860;14990;60
PROD-0000034;2008-05-02;CABANG-047;047;20440;19500;300
PROD-0000035;2008-05-02;CABANG-047;047;6160;5850;100
PROD-0000036;2008-05-02;CABANG-047;047;31320;29630;110
PROD-0000037;2008-05-02;CABANG-047;047;5110;4810;70
PROD-0000038;2008-05-02;CABANG-047;047;6120;5850;20
PROD-0000039;2008-05-02;CABANG-047;047;5440;5160;80
PROD-0000040;2008-05-02;CABANG-047;047;15070;14270;250
PROD-0000041;2008-05-02;CABANG-047;047;13510;12880;160
PROD-0000001;2008-05-03;CABANG-047;047;11350;10820;20
PROD-0000002;2008-05-03;CABANG-047;047;4260;4050;60
PROD-0000003;2008-05-03;CABANG-047;047;6290;5920;20
PROD-0000004;2008-05-03;CABANG-047;047;8100;7650;140
PROD-0000005;2008-05-03;CABANG-047;047;7150;6800;60
PROD-0000006;2008-05-03;CABANG-047;047;8270;7820;130
PROD-0000007;2008-05-03;CABANG-047;047;4590;4370;0
PROD-0000008;2008-05-03;CABANG-047;047;1090;1020;0
PROD-0000009;2008-05-03;CABANG-047;047;4820;4580;80
PROD-0000010;2008-05-03;CABANG-047;047;1110;1050;10
PROD-0000011;2008-05-03;CABANG-047;047;1210;1140;0
PROD-0000012;2008-05-03;CABANG-047;047;3560;3380;40
PROD-0000013;2008-05-03;CABANG-047;047;12700;12060;240
PROD-0000014;2008-05-03;CABANG-047;047;11900;11340;290
PROD-0000015;2008-05-03;CABANG-047;047;19420;18340;210
PROD-0000016;2008-05-03;CABANG-047;047;99590;95330;1340
PROD-0000017;2008-05-03;CABANG-047;047;1260;1210;20
PROD-0000018;2008-05-03;CABANG-047;047;8990;8490;60
PROD-0000019;2008-05-03;CABANG-047;047;6170;5850;80
PROD-0000020;2008-05-03;CABANG-047;047;5370;5150;40
PROD-0000021;2008-05-03;CABANG-047;047;12260;11650;40
PROD-0000022;2008-05-03;CABANG-047;047;74160;70450;740
PROD-0000023;2008-05-03;CABANG-047;047;14610;13790;40
PROD-0000024;2008-05-03;CABANG-047;047;15090;14310;300
PROD-0000025;2008-05-03;CABANG-047;047;10120;9540;40
PROD-0000026;2008-05-03;CABANG-047;047;900;860;10
PROD-0000027;2008-05-03;CABANG-047;047;12410;11800;260
PROD-0000028;2008-05-03;CABANG-047;047;56690;53810;940
PROD-0000029;2008-05-03;CABANG-047;047;6250;5970;130
PROD-0000030;2008-05-03;CABANG-047;047;4090;3910;70
PROD-0000031;2008-05-03;CABANG-047;047;18260;17400;180
PROD-0000032;2008-05-03;CABANG-047;047;5120;4880;50
PROD-0000033;2008-05-03;CABANG-047;047;15770;14980;60
PROD-0000034;2008-05-03;CABANG-047;047;20240;19270;210
PROD-0000035;2008-05-03;CABANG-047;047;6130;5860;30
PROD-0000036;2008-05-03;CABANG-047;047;31140;29390;590
PROD-0000037;2008-05-03;CABANG-047;047;5090;4860;120
PROD-0000038;2008-05-03;CABANG-047;047;6110;5770;70
PROD-0000039;2008-05-03;CABANG-047;047;5450;5170;130
PROD-0000040;2008-05-03;CABANG-047;047;15010;14380;200
PROD-0000041;2008-05-03;CABANG-047;047;13650;12970;290
PROD-0000001;2008-05-04;CABANG-047;047;11470;10900;210
PROD-0000002;2008-05-04;CABANG-047;047;4220;4010;40
PROD-0000003;2008-05-04;CABANG-047;047;6280;5930;100
PROD-0000004;2008-05-04;CABANG-047;047;8250;7840;40
PROD-0000005;2008-05-04;CABANG-047;047;7200;6840;20
PROD-0000006;2008-05-04;CABANG-047;047;8190;7810;140
PROD-0000007;2008-05-04;CABANG-047;047;4720;4480;50
PROD-0000008;2008-05-04;CABANG-047;047;1100;1040;30
PROD-0000009;2008-05-04;CABANG-047;047;4810;4550;60
PROD-0000010;2008-05-04;CABANG-047;047;1120;1070;20
PROD-0000011;2008-05-04;CABANG-047;047;1230;1170;10
PROD-0000012;2008-05-04;CABANG-047;047;3570;3370;20
PROD-0000013;2008-05-04;CABANG-047;047;12370;11750;280
PROD-0000014;2008-05-04;CABANG-047;047;11680;11100;60
PROD-0000015;2008-05-04;CABANG-047;047;19570;18590;230
PROD-0000016;2008-05-04;CABANG-047;047;99980;95230;2350
PROD-0000017;2008-05-04;CABANG-047;047;1240;1180;0
PROD-0000018;2008-05-04;CABANG-047;047;9090;8640;180
PROD-0000019;2008-05-04;CABANG-047;047;6170;5860;50
PROD-0000020;2008-05-04;CABANG-047;047;5400;5130;50
PROD-0000021;2008-05-04;CABANG-047;047;12330;11700;70
PROD-0000022;2008-05-04;CABANG-047;047;72120;68510;790
PROD-0000023;2008-05-04;CABANG-047;047;14630;14020;150
PROD-0000024;2008-05-04;CABANG-047;047;15240;14380;10
PROD-0000025;2008-05-04;CABANG-047;047;10360;9890;170
PROD-0000026;2008-05-04;CABANG-047;047;920;870;10
PROD-0000027;2008-05-04;CABANG-047;047;12290;11650;240
PROD-0000028;2008-05-04;CABANG-047;047;55470;52930;110
PROD-0000029;2008-05-04;CABANG-047;047;6190;5860;140
PROD-0000030;2008-05-04;CABANG-047;047;4090;3920;0
PROD-0000031;2008-05-04;CABANG-047;047;18450;17600;450
PROD-0000032;2008-05-04;CABANG-047;047;5150;4860;30
PROD-0000033;2008-05-04;CABANG-047;047;15740;14950;120
PROD-0000034;2008-05-04;CABANG-047;047;20160;19110;170
PROD-0000035;2008-05-04;CABANG-047;047;6090;5800;130
PROD-0000036;2008-05-04;CABANG-047;047;30820;29140;660
PROD-0000037;2008-05-04;CABANG-047;047;5190;4930;100
PROD-0000038;2008-05-04;CABANG-047;047;6080;5720;80
PROD-0000039;2008-05-04;CABANG-047;047;5560;5250;10
PROD-0000040;2008-05-04;CABANG-047;047;14980;14280;240
PROD-0000041;2008-05-04;CABANG-047;047;13510;12840;120
PROD-0000001;2008-05-05;CABANG-047;047;11370;10890;230
PROD-0000002;2008-05-05;CABANG-047;047;4270;4020;40
PROD-0000003;2008-05-05;CABANG-047;047;6330;6020;70
PROD-0000004;2008-05-05;CABANG-047;047;8090;7680;190
PROD-0000005;2008-05-05;CABANG-047;047;7220;6850;160
PROD-0000006;2008-05-05;CABANG-047;047;8180;7830;20
PROD-0000007;2008-05-05;CABANG-047;047;4690;4450;100
PROD-0000008;2008-05-05;CABANG-047;047;1090;1040;20
PROD-0000009;2008-05-05;CABANG-047;047;4840;4600;110
PROD-0000010;2008-05-05;CABANG-047;047;1110;1060;20
PROD-0000011;2008-05-05;CABANG-047;047;1230;1160;30
PROD-0000012;2008-05-05;CABANG-047;047;3540;3360;80
PROD-0000013;2008-05-05;CABANG-047;047;12540;11990;190
PROD-0000014;2008-05-05;CABANG-047;047;11800;11210;240
PROD-0000015;2008-05-05;CABANG-047;047;19420;18460;100
PROD-0000016;2008-05-05;CABANG-047;047;98590;94620;1970
PROD-0000017;2008-05-05;CABANG-047;047;1260;1200;0
PROD-0000018;2008-05-05;CABANG-047;047;8940;8490;20
PROD-0000019;2008-05-05;CABANG-047;047;6150;5840;50
PROD-0000020;2008-05-05;CABANG-047;047;5380;5100;70
PROD-0000021;2008-05-05;CABANG-047;047;12210;11520;100
PROD-0000022;2008-05-05;CABANG-047;047;74020;70320;630
PROD-0000023;2008-05-05;CABANG-047;047;14780;14040;360
PROD-0000024;2008-05-05;CABANG-047;047;14970;14150;330
PROD-0000025;2008-05-05;CABANG-047;047;10180;9670;90
PROD-0000026;2008-05-05;CABANG-047;047;900;860;20
