kode_produk;tgl_berlaku;harga_berlaku;modal
PROD-0000034;2008-07-02;20280;19330
PROD-0000035;2008-07-02;6100;5870
PROD-0000036;2008-07-02;31560;29800
PROD-0000037;2008-07-02;5170;4880
PROD-0000038;2008-07-02;6170;5820
PROD-0000039;2008-07-02;5590;5210
PROD-0000040;2008-07-02;15020;14370
PROD-0000041;2008-07-02;13800;13010
PROD-0000001;2008-07-03;11630;10970
PROD-0000002;2008-07-03;4270;4030
PROD-0000003;2008-07-03;6290;6080
PROD-0000004;2008-07-03;8300;7940
PROD-0000005;2008-07-03;7140;6770
PROD-0000006;2008-07-03;8410;7930
PROD-0000007;2008-07-03;4700;4450
PROD-0000008;2008-07-03;1090;1040
PROD-0000009;2008-07-03;4860;4630
PROD-0000010;2008-07-03;1120;1070
PROD-0000011;2008-07-03;1220;1160
PROD-0000012;2008-07-03;3610;3400
PROD-0000013;2008-07-03;12780;12190
PROD-0000014;2008-07-03;11890;11420
PROD-0000015;2008-07-03;19470;18390
PROD-0000016;2008-07-03;100920;95150
PROD-0000017;2008-07-03;1270;1200
PROD-0000018;2008-07-03;9050;8530
PROD-0000019;2008-07-03;6120;5880
PROD-0000020;2008-07-03;5520;5240
PROD-0000021;2008-07-03;12280;11660
PROD-0000022;2008-07-03;74010;69880
PROD-0000023;2008-07-03;14780;14040
PROD-0000024;2008-07-03;15290;14380
PROD-0000025;2008-07-03;10230;9750
PROD-0000026;2008-07-03;910;860
PROD-0000027;2008-07-03;12490;11750
PROD-0000028;2008-07-03;56820;53550
PROD-0000029;2008-07-03;6420;6100
PROD-0000030;2008-07-03;4130;3930
PROD-0000031;2008-07-03;18480;17530
PROD-0000032;2008-07-03;5100;4870
PROD-0000033;2008-07-03;15860;14950
PROD-0000034;2008-07-03;20480;19470
PROD-0000035;2008-07-03;6080;5810
PROD-0000036;2008-07-03;31180;29660
PROD-0000037;2008-07-03;5150;4890
PROD-0000038;2008-07-03;6170;5780
PROD-0000039;2008-07-03;5540;5260
PROD-0000040;2008-07-03;14990;14350
PROD-0000041;2008-07-03;13830;13010
PROD-0000001;2008-07-04;11560;11020
PROD-0000002;2008-07-04;4310;4030
PROD-0000003;2008-07-04;6340;6030
PROD-0000004;2008-07-04;8220;7910
PROD-0000005;2008-07-04;7270;6820
PROD-0000006;2008-07-04;8350;7990
PROD-0000007;2008-07-04;4680;4440
PROD-0000008;2008-07-04;1100;1050
PROD-0000009;2008-07-04;4890;4590
PROD-0000010;2008-07-04;1110;1060
PROD-0000011;2008-07-04;1210;1160
PROD-0000012;2008-07-04;3620;3410
PROD-0000013;2008-07-04;12840;12200
PROD-0000014;2008-07-04;12110;11390
PROD-0000015;2008-07-04;19700;18530
PROD-0000016;2008-07-04;101930;96070
PROD-0000017;2008-07-04;1270;1200
PROD-0000018;2008-07-04;8940;8490
PROD-0000019;2008-07-04;6140;5870
PROD-0000020;2008-07-04;5510;5160
PROD-0000021;2008-07-04;12280;11610
PROD-0000022;2008-07-04;74460;70080
PROD-0000023;2008-07-04;14930;14020
PROD-0000024;2008-07-04;15010;14300
PROD-0000025;2008-07-04;10270;9750
PROD-0000026;2008-07-04;910;860
PROD-0000027;2008-07-04;12320;11800
PROD-0000028;2008-07-04;56710;53550
PROD-0000029;2008-07-04;6350;6020
PROD-0000030;2008-07-04;4180;3930
PROD-0000031;2008-07-04;18370;17670
PROD-0000032;2008-07-04;5160;4930
PROD-0000033;2008-07-04;15760;15170
PROD-0000034;2008-07-04;20280;19340
PROD-0000035;2008-07-04;6090;5860
PROD-0000036;2008-07-04;31430;29680
PROD-0000037;2008-07-04;5170;4840
PROD-0000038;2008-07-04;6120;5820
PROD-0000039;2008-07-04;5550;5220
PROD-0000040;2008-07-04;15260;14280
PROD-0000041;2008-07-04;13690;12980
PROD-0000001;2008-07-05;11610;11110
PROD-0000002;2008-07-05;4300;4060
PROD-0000003;2008-07-05;6360;5970
PROD-0000004;2008-07-05;8290;7940
PROD-0000005;2008-07-05;7250;6880
PROD-0000006;2008-07-05;8410;7900
PROD-0000007;2008-07-05;4660;4420
PROD-0000008;2008-07-05;1100;1050
PROD-0000009;2008-07-05;4900;4630
PROD-0000010;2008-07-05;1120;1070
PROD-0000011;2008-07-05;1220;1160
PROD-0000012;2008-07-05;3610;3390
PROD-0000013;2008-07-05;12890;12090
PROD-0000014;2008-07-05;11890;11500
PROD-0000015;2008-07-05;19590;18570
PROD-0000016;2008-07-05;101320;96070
PROD-0000017;2008-07-05;1260;1190
PROD-0000018;2008-07-05;8990;8580
PROD-0000019;2008-07-05;6200;5860
PROD-0000020;2008-07-05;5430;5180
PROD-0000021;2008-07-05;12110;11540
PROD-0000022;2008-07-05;74900;71130
PROD-0000023;2008-07-05;14720;13950
PROD-0000024;2008-07-05;15200;14380
PROD-0000025;2008-07-05;10350;9750
PROD-0000026;2008-07-05;920;870
PROD-0000027;2008-07-05;12270;11750
PROD-0000028;2008-07-05;56710;53890
PROD-0000029;2008-07-05;6300;6040
PROD-0000030;2008-07-05;4150;3930
PROD-0000031;2008-07-05;18370;17380
PROD-0000032;2008-07-05;5150;4910
PROD-0000033;2008-07-05;16020;15080
PROD-0000034;2008-07-05;20360;19300
PROD-0000035;2008-07-05;6170;5840
PROD-0000036;2008-07-05;31490;29680
PROD-0000037;2008-07-05;5120;4890
PROD-0000038;2008-07-05;6120;5840
PROD-0000039;2008-07-05;5570;5230
PROD-0000040;2008-07-05;15170;14290
PROD-0000041;2008-07-05;13610;13010
PROD-0000001;2008-07-06;11720;11030
PROD-0000002;2008-07-06;4300;4030
PROD-0000003;2008-07-06;6290;6040
PROD-0000004;2008-07-06;8250;7880
PROD-0000005;2008-07-06;7240;6830
PROD-0000006;2008-07-06;8330;7940
PROD-0000007;2008-07-06;4650;4440
PROD-0000008;2008-07-06;1100;1050
PROD-0000009;2008-07-06;4890;4630
PROD-0000010;2008-07-06;1120;1050
PROD-0000011;2008-07-06;1230;1160
PROD-0000012;2008-07-06;3580;3400
PROD-0000013;2008-07-06;12710;12150
PROD-0000014;2008-07-06;11890;11390
PROD-0000015;2008-07-06;19700;18420
PROD-0000016;2008-07-06;101320;96070
PROD-0000017;2008-07-06;1260;1190
PROD-0000018;2008-07-06;8920;8520
PROD-0000019;2008-07-06;6130;5860
PROD-0000020;2008-07-06;5450;5240
PROD-0000021;2008-07-06;12200;11660
PROD-0000022;2008-07-06;73860;70520
PROD-0000023;2008-07-06;14720;14040
PROD-0000024;2008-07-06;15200;14290
PROD-0000025;2008-07-06;10310;9840
PROD-0000026;2008-07-06;920;870
PROD-0000027;2008-07-06;12490;11750
PROD-0000028;2008-07-06;56250;53400
PROD-0000029;2008-07-06;6330;6060
PROD-0000030;2008-07-06;4120;3930
PROD-0000031;2008-07-06;18480;17430
PROD-0000032;2008-07-06;5160;4880
PROD-0000033;2008-07-06;15950;15060
PROD-0000034;2008-07-06;20440;19210
PROD-0000035;2008-07-06;6120;5840
PROD-0000036;2008-07-06;31430;29910
PROD-0000037;2008-07-06;5170;4890
PROD-0000038;2008-07-06;6120;5880
PROD-0000039;2008-07-06;5540;5260
PROD-0000040;2008-07-06;15020;14210
PROD-0000041;2008-07-06;13720;13010
PROD-0000001;2008-07-07;11610;11030
PROD-0000002;2008-07-07;4270;4040
PROD-0000003;2008-07-07;6340;6050
PROD-0000004;2008-07-07;8270;7870
PROD-0000005;2008-07-07;7250;6830
PROD-0000006;2008-07-07;8330;7930
PROD-0000007;2008-07-07;4700;4430
PROD-0000008;2008-07-07;1100;1050
PROD-0000009;2008-07-07;4860;4630
PROD-0000010;2008-07-07;1110;1060
PROD-0000011;2008-07-07;1210;1150
PROD-0000012;2008-07-07;3620;3410
PROD-0000013;2008-07-07;12780;12090
PROD-0000014;2008-07-07;12110;11390
PROD-0000015;2008-07-07;19550;18380
PROD-0000016;2008-07-07;101730;96870
PROD-0000017;2008-07-07;1270;1200
PROD-0000018;2008-07-07;9050;8560
PROD-0000019;2008-07-07;6130;5900
PROD-0000020;2008-07-07;5470;5190
PROD-0000021;2008-07-07;12110;11590
PROD-0000022;2008-07-07;74010;70590
PROD-0000023;2008-07-07;14720;14060
PROD-0000024;2008-07-07;15110;14270
PROD-0000025;2008-07-07;10310;9750
PROD-0000026;2008-07-07;910;870
PROD-0000027;2008-07-07;12320;11750
PROD-0000028;2008-07-07;56370;53550
PROD-0000029;2008-07-07;6390;6050
PROD-0000030;2008-07-07;4170;3930
PROD-0000031;2008-07-07;18520;17570
PROD-0000032;2008-07-07;5110;4920
PROD-0000033;2008-07-07;15790;15040
PROD-0000034;2008-07-07;20320;19410
PROD-0000035;2008-07-07;6150;5750
PROD-0000036;2008-07-07;31430;29680
PROD-0000037;2008-07-07;5130;4870
PROD-0000038;2008-07-07;6150;5830
PROD-0000039;2008-07-07;5570;5260
PROD-0000040;2008-07-07;14990;14420
PROD-0000041;2008-07-07;13720;12900
PROD-0000001;2008-07-08;11630;10940
PROD-0000002;2008-07-08;4260;4050
PROD-0000003;2008-07-08;6410;6030
PROD-0000004;2008-07-08;8370;7950
PROD-0000005;2008-07-08;7170;6790
PROD-0000006;2008-07-08;8300;7910
PROD-0000007;2008-07-08;4660;4440
PROD-0000008;2008-07-08;1100;1050
PROD-0000009;2008-07-08;4840;4640
PROD-0000010;2008-07-08;1110;1070
PROD-0000011;2008-07-08;1230;1170
PROD-0000012;2008-07-08;3610;3430
PROD-0000013;2008-07-08;12760;12160
PROD-0000014;2008-07-08;12010;11390
PROD-0000015;2008-07-08;19700;18530
PROD-0000016;2008-07-08;101730;95790
PROD-0000017;2008-07-08;1260;1210
PROD-0000018;2008-07-08;8990;8450
PROD-0000019;2008-07-08;6170;5830
PROD-0000020;2008-07-08;5500;5250
PROD-0000021;2008-07-08;12110;11590
PROD-0000022;2008-07-08;73710;70400
PROD-0000023;2008-07-08;14930;14050
PROD-0000024;2008-07-08;15230;14240
PROD-0000025;2008-07-08;10230;9830
PROD-0000026;2008-07-08;920;870
PROD-0000027;2008-07-08;12390;11820
PROD-0000028;2008-07-08;56030;53480
PROD-0000029;2008-07-08;6300;6060
PROD-0000030;2008-07-08;4110;3930
PROD-0000031;2008-07-08;18450;17520
PROD-0000032;2008-07-08;5180;4880
PROD-0000033;2008-07-08;15950;15090
PROD-0000034;2008-07-08;20570;19290
PROD-0000035;2008-07-08;6140;5850
PROD-0000036;2008-07-08;31430;29740
PROD-0000037;2008-07-08;5140;4890
PROD-0000038;2008-07-08;6190;5830
PROD-0000039;2008-07-08;5570;5260
PROD-0000040;2008-07-08;15020;14350
PROD-0000041;2008-07-08;13800;13040
PROD-0000001;2008-07-09;11560;11050
PROD-0000002;2008-07-09;4280;4080
PROD-0000003;2008-07-09;6340;6030
PROD-0000004;2008-07-09;8220;7870
PROD-0000005;2008-07-09;7190;6780
PROD-0000006;2008-07-09;8410;7930
PROD-0000007;2008-07-09;4710;4450
PROD-0000008;2008-07-09;1100;1050
PROD-0000009;2008-07-09;4870;4680
PROD-0000010;2008-07-09;1120;1060
PROD-0000011;2008-07-09;1220;1150
PROD-0000012;2008-07-09;3580;3420
PROD-0000013;2008-07-09;12840;12020
PROD-0000014;2008-07-09;11990;11390
PROD-0000015;2008-07-09;19510;18340
PROD-0000016;2008-07-09;101930;96190
PROD-0000017;2008-07-09;1260;1190
PROD-0000018;2008-07-09;8960;8460
PROD-0000019;2008-07-09;6190;5900
PROD-0000020;2008-07-09;5450;5170
PROD-0000021;2008-07-09;12280;11560
PROD-0000022;2008-07-09;73710;70590
PROD-0000023;2008-07-09;14810;14040
PROD-0000024;2008-07-09;15140;14250
PROD-0000025;2008-07-09;10330;9690
PROD-0000026;2008-07-09;910;870
PROD-0000027;2008-07-09;12390;11800
PROD-0000028;2008-07-09;56480;53100
PROD-0000029;2008-07-09;6370;6090
PROD-0000030;2008-07-09;4110;3930
PROD-0000031;2008-07-09;18560;17520
PROD-0000032;2008-07-09;5100;4870
PROD-0000033;2008-07-09;15860;15060
PROD-0000034;2008-07-09;20570;19260
PROD-0000035;2008-07-09;6120;5780
PROD-0000036;2008-07-09;31180;29780
PROD-0000037;2008-07-09;5170;4900
PROD-0000038;2008-07-09;6130;5890
PROD-0000039;2008-07-09;5570;5260
PROD-0000040;2008-07-09;15110;14350
PROD-0000041;2008-07-09;13690;12890
PROD-0000001;2008-07-10;11700;11130
PROD-0000002;2008-07-10;4300;4030
PROD-0000003;2008-07-10;6360;6080
PROD-0000004;2008-07-10;8240;7870
PROD-0000005;2008-07-10;7150;6830
PROD-0000006;2008-07-10;8360;7930
PROD-0000007;2008-07-10;4630;4440
PROD-0000008;2008-07-10;1110;1050
PROD-0000009;2008-07-10;4840;4610
PROD-0000010;2008-07-10;1120;1060
PROD-0000011;2008-07-10;1220;1170
PROD-0000012;2008-07-10;3570;3430
PROD-0000013;2008-07-10;12780;12150
PROD-0000014;2008-07-10;12010;11270
PROD-0000015;2008-07-10;19620;18530
PROD-0000016;2008-07-10;101120;95220
PROD-0000017;2008-07-10;1270;1200
PROD-0000018;2008-07-10;8990;8500
PROD-0000019;2008-07-10;6140;5890
PROD-0000020;2008-07-10;5510;5200
PROD-0000021;2008-07-10;12110;11590
PROD-0000022;2008-07-10;74750;70590
PROD-0000023;2008-07-10;14720;14180
PROD-0000024;2008-07-10;15040;14450
PROD-0000025;2008-07-10;10310;9810
PROD-0000026;2008-07-10;920;870
PROD-0000027;2008-07-10;12390;11750
PROD-0000028;2008-07-10;56930;53210
PROD-0000029;2008-07-10;6350;5980
PROD-0000030;2008-07-10;4120;3910
PROD-0000031;2008-07-10;18450;17550
PROD-0000032;2008-07-10;5100;4880
PROD-0000033;2008-07-10;15920;15050
PROD-0000034;2008-07-10;20280;19340
PROD-0000035;2008-07-10;6170;5770
PROD-0000036;2008-07-10;31060;29680
PROD-0000037;2008-07-10;5190;4850
PROD-0000038;2008-07-10;6100;5830
PROD-0000039;2008-07-10;5490;5260
PROD-0000040;2008-07-10;15260;14350
PROD-0000041;2008-07-10;13750;13010
PROD-0000001;2008-07-11;11700;11030
PROD-0000002;2008-07-11;4300;4040
PROD-0000003;2008-07-11;6300;6030
PROD-0000004;2008-07-11;8370;7790
PROD-0000005;2008-07-11;7150;6830
PROD-0000006;2008-07-11;8360;8000
PROD-0000007;2008-07-11;4650;4440
PROD-0000008;2008-07-11;1110;1050
PROD-0000009;2008-07-11;4930;4630
PROD-0000010;2008-07-11;1120;1070
PROD-0000011;2008-07-11;1230;1150
PROD-0000012;2008-07-11;3580;3410
PROD-0000013;2008-07-11;12780;12040
PROD-0000014;2008-07-11;11990;11410
PROD-0000015;2008-07-11;19590;18680
PROD-0000016;2008-07-11;101730;96860
PROD-0000017;2008-07-11;1250;1190
PROD-0000018;2008-07-11;8990;8500
PROD-0000019;2008-07-11;6200;5850
PROD-0000020;2008-07-11;5470;5160
PROD-0000021;2008-07-11;12180;11590
PROD-0000022;2008-07-11;74160;70590
PROD-0000023;2008-07-11;14930;13910
PROD-0000024;2008-07-11;15070;14380
PROD-0000025;2008-07-11;10370;9760
PROD-0000026;2008-07-11;910;870
PROD-0000027;2008-07-11;12390;11740
PROD-0000028;2008-07-11;56820;53550
PROD-0000029;2008-07-11;6400;6040
PROD-0000030;2008-07-11;4100;3940
PROD-0000031;2008-07-11;18340;17560
PROD-0000032;2008-07-11;5190;4920
PROD-0000033;2008-07-11;15730;15040
PROD-0000034;2008-07-11;20480;19330
PROD-0000035;2008-07-11;6120;5770
PROD-0000036;2008-07-11;31000;29680
PROD-0000037;2008-07-11;5160;4930
PROD-0000038;2008-07-11;6130;5790
PROD-0000039;2008-07-11;5550;5210
PROD-0000040;2008-07-11;15110;14360
PROD-0000041;2008-07-11;13640;12870
PROD-0000001;2008-07-12;11630;11030
PROD-0000002;2008-07-12;4320;4060
PROD-0000003;2008-07-12;6320;6010
PROD-0000004;2008-07-12;8340;7870
PROD-0000005;2008-07-12;7250;6830
PROD-0000006;2008-07-12;8430;7930
PROD-0000007;2008-07-12;4670;4470
PROD-0000008;2008-07-12;1110;1040
PROD-0000009;2008-07-12;4890;4650
PROD-0000010;2008-07-12;1130;1070
PROD-0000011;2008-07-12;1210;1170
PROD-0000012;2008-07-12;3610;3450
PROD-0000013;2008-07-12;12760;12200
PROD-0000014;2008-07-12;11920;11450
PROD-0000015;2008-07-12;19510;18400
PROD-0000016;2008-07-12;101530;96740
PROD-0000017;2008-07-12;1260;1200
PROD-0000018;2008-07-12;9060;8530
PROD-0000019;2008-07-12;6230;5800
PROD-0000020;2008-07-12;5470;5170
PROD-0000021;2008-07-12;12330;11530
PROD-0000022;2008-07-12;74900;70590
PROD-0000023;2008-07-12;14690;13950
PROD-0000024;2008-07-12;15170;14240
PROD-0000025;2008-07-12;10290;9760
PROD-0000026;2008-07-12;920;870
PROD-0000027;2008-07-12;12410;11750
PROD-0000028;2008-07-12;55920;53650
PROD-0000029;2008-07-12;6400;6040
PROD-0000030;2008-07-12;4180;3950
PROD-0000031;2008-07-12;18560;17470
PROD-0000032;2008-07-12;5100;4880
PROD-0000033;2008-07-12;15830;15180
PROD-0000034;2008-07-12;20530;19480
PROD-0000035;2008-07-12;6180;5770
PROD-0000036;2008-07-12;31560;29670
PROD-0000037;2008-07-12;5200;4890
PROD-0000038;2008-07-12;6180;5770
PROD-0000039;2008-07-12;5510;5310
PROD-0000040;2008-07-12;15200;14390
PROD-0000041;2008-07-12;13800;13090
PROD-0000001;2008-07-13;11560;11030
PROD-0000002;2008-07-13;4250;4060
PROD-0000003;2008-07-13;6360;5980
PROD-0000004;2008-07-13;8350;7830
PROD-0000005;2008-07-13;7190;6770
PROD-0000006;2008-07-13;8380;7930
PROD-0000007;2008-07-13;4640;4440
PROD-0000008;2008-07-13;1100;1050
PROD-0000009;2008-07-13;4870;4630
PROD-0000010;2008-07-13;1120;1070
PROD-0000011;2008-07-13;1230;1160
PROD-0000012;2008-07-13;3580;3410
PROD-0000013;2008-07-13;12860;12120
PROD-0000014;2008-07-13;12060;11470
PROD-0000015;2008-07-13;19550;18530
PROD-0000016;2008-07-13;100310;95890
PROD-0000017;2008-07-13;1250;1200
PROD-0000018;2008-07-13;8920;8570
PROD-0000019;2008-07-13;6140;5880
PROD-0000020;2008-07-13;5490;5210
PROD-0000021;2008-07-13;12230;11530
PROD-0000022;2008-07-13;74460;70310
PROD-0000023;2008-07-13;14780;14120
PROD-0000024;2008-07-13;15260;14260
PROD-0000025;2008-07-13;10270;9650
PROD-0000026;2008-07-13;910;870
PROD-0000027;2008-07-13;12290;11750
PROD-0000028;2008-07-13;56480;53170
PROD-0000029;2008-07-13;6320;6050
PROD-0000030;2008-07-13;4150;3930
PROD-0000031;2008-07-13;18630;17520
PROD-0000032;2008-07-13;5140;4850
PROD-0000033;2008-07-13;15890;15150
PROD-0000034;2008-07-13;20280;19160
PROD-0000035;2008-07-13;6130;5870
PROD-0000036;2008-07-13;31060;29500
PROD-0000037;2008-07-13;5130;4890
PROD-0000038;2008-07-13;6200;5830
PROD-0000039;2008-07-13;5580;5260
PROD-0000040;2008-07-13;15110;14350
PROD-0000041;2008-07-13;13720;13070
PROD-0000001;2008-07-14;11560;11120
PROD-0000002;2008-07-14;4300;4050
PROD-0000003;2008-07-14;6330;6070
PROD-0000004;2008-07-14;8240;7810
PROD-0000005;2008-07-14;7170;6760
PROD-0000006;2008-07-14;8280;7900
PROD-0000007;2008-07-14;4660;4440
PROD-0000008;2008-07-14;1110;1050
PROD-0000009;2008-07-14;4930;4620
PROD-0000010;2008-07-14;1110;1050
PROD-0000011;2008-07-14;1210;1150
PROD-0000012;2008-07-14;3590;3410
PROD-0000013;2008-07-14;12840;12210
PROD-0000014;2008-07-14;12110;11320
PROD-0000015;2008-07-14;19510;18530
PROD-0000016;2008-07-14;100720;96070
PROD-0000017;2008-07-14;1250;1200
PROD-0000018;2008-07-14;8960;8530
PROD-0000019;2008-07-14;6140;5860
PROD-0000020;2008-07-14;5510;5200
PROD-0000021;2008-07-14;12200;11590
PROD-0000022;2008-07-14;73710;70500
PROD-0000023;2008-07-14;14720;14040
PROD-0000024;2008-07-14;15110;14380
PROD-0000025;2008-07-14;10310;9790
PROD-0000026;2008-07-14;910;870
PROD-0000027;2008-07-14;12290;11660
PROD-0000028;2008-07-14;56710;53550
PROD-0000029;2008-07-14;6340;6050
PROD-0000030;2008-07-14;4140;3950
PROD-0000031;2008-07-14;18370;17520
PROD-0000032;2008-07-14;5120;4880
PROD-0000033;2008-07-14;15920;15060
PROD-0000034;2008-07-14;20440;19340
PROD-0000035;2008-07-14;6090;5770
PROD-0000036;2008-07-14;31490;29860
PROD-0000037;2008-07-14;5120;4910
PROD-0000038;2008-07-14;6170;5830
PROD-0000039;2008-07-14;5540;5260
PROD-0000040;2008-07-14;15170;14450
PROD-0000041;2008-07-14;13830;12890
PROD-0000001;2008-07-15;11700;11030
PROD-0000002;2008-07-15;4260;4040
PROD-0000003;2008-07-15;6290;6030
PROD-0000004;2008-07-15;8270;7900
PROD-0000005;2008-07-15;7170;6840
PROD-0000006;2008-07-15;8350;7900
PROD-0000007;2008-07-15;4700;4440
PROD-0000008;2008-07-15;1110;1050
PROD-0000009;2008-07-15;4930;4670
PROD-0000010;2008-07-15;1110;1060
PROD-0000011;2008-07-15;1230;1160
PROD-0000012;2008-07-15;3600;3410
PROD-0000013;2008-07-15;12680;12140
PROD-0000014;2008-07-15;12040;11390
PROD-0000015;2008-07-15;19430;18680
PROD-0000016;2008-07-15;101530;96400
PROD-0000017;2008-07-15;1250;1190
PROD-0000018;2008-07-15;9050;8520
PROD-0000019;2008-07-15;6170;5920
PROD-0000020;2008-07-15;5470;5210
PROD-0000021;2008-07-15;12200;11710
PROD-0000022;2008-07-15;73710;70590
PROD-0000023;2008-07-15;14900;14040
PROD-0000024;2008-07-15;15140;14500
PROD-0000025;2008-07-15;10270;9720
PROD-0000026;2008-07-15;910;870
PROD-0000027;2008-07-15;12490;11820
PROD-0000028;2008-07-15;56480;54010
PROD-0000029;2008-07-15;6320;6060
PROD-0000030;2008-07-15;4130;3910
PROD-0000031;2008-07-15;18630;17520
PROD-0000032;2008-07-15;5170;4880
PROD-0000033;2008-07-15;15980;15180
PROD-0000034;2008-07-15;20530;19160
PROD-0000035;2008-07-15;6080;5810
PROD-0000036;2008-07-15;31180;29680
PROD-0000037;2008-07-15;5200;4840
PROD-0000038;2008-07-15;6190;5890
PROD-0000039;2008-07-15;5510;5290
PROD-0000040;2008-07-15;15230;14460
PROD-0000041;2008-07-15;13610;13010
PROD-0000001;2008-07-16;11630;11030
PROD-0000002;2008-07-16;4250;4080
PROD-0000003;2008-07-16;6320;6030
PROD-0000004;2008-07-16;8370;7820
PROD-0000005;2008-07-16;7140;6820
PROD-0000006;2008-07-16;8300;7930
PROD-0000007;2008-07-16;4710;4420
PROD-0000008;2008-07-16;1110;1050
PROD-0000009;2008-07-16;4890;4630
PROD-0000010;2008-07-16;1120;1070
PROD-0000011;2008-07-16;1210;1170
PROD-0000012;2008-07-16;3560;3410
PROD-0000013;2008-07-16;12680;12220
PROD-0000014;2008-07-16;12010;11390
PROD-0000015;2008-07-16;19510;18530
PROD-0000016;2008-07-16;100310;96340
PROD-0000017;2008-07-16;1250;1200
PROD-0000018;2008-07-16;9010;8480
PROD-0000019;2008-07-16;6170;5860
PROD-0000020;2008-07-16;5520;5160
PROD-0000021;2008-07-16;12200;11590
PROD-0000022;2008-07-16;73710;71010
PROD-0000023;2008-07-16;14720;14040
PROD-0000024;2008-07-16;15110;14360
PROD-0000025;2008-07-16;10330;9750
PROD-0000026;2008-07-16;920;880
PROD-0000027;2008-07-16;12270;11690
PROD-0000028;2008-07-16;56030;53830
PROD-0000029;2008-07-16;6350;5980
PROD-0000030;2008-07-16;4130;3890
PROD-0000031;2008-07-16;18410;17520
PROD-0000032;2008-07-16;5110;4840
PROD-0000033;2008-07-16;15730;15060
PROD-0000034;2008-07-16;20240;19340
PROD-0000035;2008-07-16;6070;5820
PROD-0000036;2008-07-16;31370;29680
PROD-0000037;2008-07-16;5120;4840
PROD-0000038;2008-07-16;6140;5830
PROD-0000039;2008-07-16;5550;5230
PROD-0000040;2008-07-16;15140;14350
PROD-0000041;2008-07-16;13640;13010
PROD-0000001;2008-07-17;11580;10950
PROD-0000002;2008-07-17;4300;4060
PROD-0000003;2008-07-17;6390;6030
PROD-0000004;2008-07-17;8320;7920
PROD-0000005;2008-07-17;7190;6770
PROD-0000006;2008-07-17;8350;7930
PROD-0000007;2008-07-17;4720;4420
PROD-0000008;2008-07-17;1100;1050
PROD-0000009;2008-07-17;4920;4650
PROD-0000010;2008-07-17;1120;1060
PROD-0000011;2008-07-17;1220;1170
PROD-0000012;2008-07-17;3560;3440
PROD-0000013;2008-07-17;12680;12120
PROD-0000014;2008-07-17;12010;11480
PROD-0000015;2008-07-17;19510;18400
PROD-0000016;2008-07-17;102130;95420
PROD-0000017;2008-07-17;1260;1200
PROD-0000018;2008-07-17;8980;8610
PROD-0000019;2008-07-17;6120;5860
PROD-0000020;2008-07-17;5450;5160
PROD-0000021;2008-07-17;12250;11480
PROD-0000022;2008-07-17;73710;70430
PROD-0000023;2008-07-17;14900;14040
PROD-0000024;2008-07-17;15040;14380
PROD-0000025;2008-07-17;10210;9690
PROD-0000026;2008-07-17;910;860
PROD-0000027;2008-07-17;12410;11650
PROD-0000028;2008-07-17;56250;53120
PROD-0000029;2008-07-17;6420;6040
PROD-0000030;2008-07-17;4100;3940
PROD-0000031;2008-07-17;18340;17470
PROD-0000032;2008-07-17;5160;4880
PROD-0000033;2008-07-17;15920;15200
PROD-0000034;2008-07-17;20240;19340
PROD-0000035;2008-07-17;6150;5790
PROD-0000036;2008-07-17;31120;29480
PROD-0000037;2008-07-17;5170;4890
PROD-0000038;2008-07-17;6180;5830
PROD-0000039;2008-07-17;5590;5300
PROD-0000040;2008-07-17;15080;14420
PROD-0000041;2008-07-17;13720;12880
PROD-0000001;2008-07-18;11540;11030
PROD-0000002;2008-07-18;4320;4040
PROD-0000003;2008-07-18;6340;6010
PROD-0000004;2008-07-18;8370;7830
PROD-0000005;2008-07-18;7190;6830
PROD-0000006;2008-07-18;8330;7900
PROD-0000007;2008-07-18;4690;4480
PROD-0000008;2008-07-18;1110;1050
PROD-0000009;2008-07-18;4900;4670
PROD-0000010;2008-07-18;1130;1060
PROD-0000011;2008-07-18;1220;1160
PROD-0000012;2008-07-18;3620;3410
PROD-0000013;2008-07-18;12860;12070
PROD-0000014;2008-07-18;12060;11440
PROD-0000015;2008-07-18;19700;18620
PROD-0000016;2008-07-18;101320;96070
PROD-0000017;2008-07-18;1260;1190
PROD-0000018;2008-07-18;8980;8560
PROD-0000019;2008-07-18;6160;5880
PROD-0000020;2008-07-18;5520;5230
PROD-0000021;2008-07-18;12180;11670
PROD-0000022;2008-07-18;73860;70270
PROD-0000023;2008-07-18;14720;14040
PROD-0000024;2008-07-18;15260;14350
PROD-0000025;2008-07-18;10270;9750
PROD-0000026;2008-07-18;910;870
PROD-0000027;2008-07-18;12390;11860
PROD-0000028;2008-07-18;56930;53410
PROD-0000029;2008-07-18;6390;6040
PROD-0000030;2008-07-18;4180;3950
PROD-0000031;2008-07-18;18340;17590
PROD-0000032;2008-07-18;5130;4840
PROD-0000033;2008-07-18;15860;15160
PROD-0000034;2008-07-18;20440;19330
PROD-0000035;2008-07-18;6150;5810
PROD-0000036;2008-07-18;31000;29680
PROD-0000037;2008-07-18;5110;4910
PROD-0000038;2008-07-18;6150;5840
PROD-0000039;2008-07-18;5500;5260
PROD-0000040;2008-07-18;15080;14350
PROD-0000041;2008-07-18;13830;12990
PROD-0000001;2008-07-19;11650;10980
PROD-0000002;2008-07-19;4290;4040
